shape_id,borough,total_vegetation_pixels,total_vegetation_area_m2,shape_geometry_area_m2,park_name,park_id,vegetation_categories_present
5319,Brooklyn,2365.0,2365.0,8712.153519867663,,1625.0,medium_vegetation
5320,Brooklyn,451.0,451.0,3541.9830221658585,,1626.0,medium_vegetation
5321,Brooklyn,9088.0,9088.0,26440.360011210745,,1627.0,medium_vegetation
5322,Brooklyn,419.0,419.0,1444.5289906670346,,1628.0,medium_vegetation
5323,Brooklyn,2053.0,2053.0,7331.701444856779,,1628.0,medium_vegetation
5324,Brooklyn,7974.0,7974.0,40995.18400988727,,1629.0,medium_vegetation
5325,Brooklyn,19589.0,19589.0,72631.03085938381,,1630.0,medium_vegetation
5326,Brooklyn,12179.0,12179.0,119431.03616102925,,1631.0,medium_vegetation
5327,Brooklyn,3037.0,3037.0,5619.844034283974,,1632.0,medium_vegetation
5328,Brooklyn,5975.0,5975.0,20752.11463681774,,1633.0,medium_vegetation
5329,Brooklyn,1975.0,1975.0,3424.215896169399,,1634.0,medium_vegetation
5330,Brooklyn,12110.0,12110.0,20382.603100363205,,1635.0,medium_vegetation
5331,Brooklyn,15356.0,15356.0,84104.15777539962,,1636.0,medium_vegetation
5332,Brooklyn,3829.0,3829.0,39874.4112647711,,1637.0,medium_vegetation
5333,Brooklyn,6869.0,6869.0,32759.891697963863,,1638.0,medium_vegetation
5334,Brooklyn,1269.0,1269.0,47414.569566254366,,1638.0,medium_vegetation
5335,Brooklyn,0.0,0.0,4000.0036149448265,,1639.0,medium_vegetation
5336,Brooklyn,31806.0,31806.0,124561.91702950832,,1639.0,medium_vegetation
5337,Brooklyn,16880.0,16880.0,277477.71792136773,,1640.0,medium_vegetation
5338,Brooklyn,3644.0,3644.0,50334.34851067478,,1641.0,medium_vegetation
5339,Brooklyn,5558.0,5558.0,41095.482497923775,,1642.0,medium_vegetation
5340,Brooklyn,16876.0,16876.0,42751.10021162915,,1643.0,medium_vegetation
5341,Brooklyn,1197.0,1197.0,103969.6047845883,,1644.0,medium_vegetation
5342,Brooklyn,5472.0,5472.0,51575.23405608239,,1645.0,medium_vegetation
5343,Brooklyn,4728.0,4728.0,41334.15907497412,,1646.0,medium_vegetation
5344,Brooklyn,6816.0,6816.0,42181.98707273308,,1647.0,medium_vegetation
5345,Brooklyn,6057.0,6057.0,38869.94699805477,,1648.0,medium_vegetation
5346,Brooklyn,14921.0,14921.0,60562.82995668914,,1648.0,medium_vegetation
5347,Brooklyn,8803.0,8803.0,45864.61750389466,,1649.0,medium_vegetation
5348,Brooklyn,7446.0,7446.0,38040.48115471177,,1650.0,medium_vegetation
5349,Brooklyn,26981.0,26981.0,118370.27866773178,,1651.0,medium_vegetation
5350,Brooklyn,4961.0,4961.0,43868.186991184106,,1652.0,medium_vegetation
5351,Brooklyn,6356.0,6356.0,128158.3066652744,,1653.0,medium_vegetation
5352,Brooklyn,4648.0,4648.0,42521.34054471471,,1655.0,medium_vegetation
5353,Brooklyn,3698.0,3698.0,43438.89879934693,,1656.0,medium_vegetation
5354,Brooklyn,6356.0,6356.0,83879.37205598786,,1657.0,medium_vegetation
5355,Brooklyn,9352.0,9352.0,57575.40079525574,,1658.0,medium_vegetation
5356,Brooklyn,9963.0,9963.0,43696.12614136458,,1659.0,medium_vegetation
5357,Brooklyn,8163.0,8163.0,73715.4103618587,,1662.0,medium_vegetation
5358,Brooklyn,5576.0,5576.0,40687.50633391854,,1663.0,medium_vegetation
5359,Brooklyn,1474.0,1474.0,147061.28089690165,,1664.0,medium_vegetation
5360,Brooklyn,7488.0,7488.0,60699.39627096204,,1665.0,medium_vegetation
5361,Brooklyn,6301.0,6301.0,73515.01664991863,,1666.0,medium_vegetation
5362,Brooklyn,2647.0,2647.0,53602.29666914384,,1667.0,medium_vegetation
5363,Brooklyn,13742.0,13742.0,247861.6397360488,,1668.0,medium_vegetation
5364,Brooklyn,9716.0,9716.0,104549.57393316724,,1669.0,medium_vegetation
5365,Brooklyn,10918.0,10918.0,151493.21773181192,,1670.0,medium_vegetation
5366,Brooklyn,16971.0,16971.0,90910.11822935866,,1671.0,medium_vegetation
5367,Brooklyn,5878.0,5878.0,82863.28156889834,,1672.0,medium_vegetation
5368,Brooklyn,7754.0,7754.0,50751.8650683473,,1673.0,medium_vegetation
5369,Brooklyn,8386.0,8386.0,45368.26172384917,,1674.0,medium_vegetation
5370,Brooklyn,22088.0,22088.0,151983.50983323733,,1677.0,medium_vegetation
5371,Brooklyn,1678.0,1678.0,22880.06174927404,,1682.0,medium_vegetation
5372,Brooklyn,4459.0,4459.0,14060.218122029864,,1683.0,medium_vegetation
5373,Brooklyn,2012.0,2012.0,12024.829232589997,,1684.0,medium_vegetation
5374,Brooklyn,1217.0,1217.0,3595.040576791365,,1685.0,medium_vegetation
5375,Brooklyn,19153.0,19153.0,55319.6606839129,,1686.0,medium_vegetation
5376,Brooklyn,3893.0,3893.0,9888.642856297123,,1686.0,medium_vegetation
5377,Brooklyn,5966.0,5966.0,10362.907720161653,,1686.0,medium_vegetation
5378,Brooklyn,12248.0,12248.0,30911.431938723654,,1686.0,medium_vegetation
5379,Brooklyn,13659.0,13659.0,37520.24462983409,,1686.0,medium_vegetation
5380,Brooklyn,4547.0,4547.0,7041.348012985758,,1686.0,medium_vegetation
5381,Brooklyn,2101.0,2101.0,9838.862587710812,,1686.0,medium_vegetation
5382,Brooklyn,3037.0,3037.0,18313.68182001688,,1686.0,medium_vegetation
5383,Brooklyn,5779.0,5779.0,20946.14556877513,,1687.0,medium_vegetation
5384,Brooklyn,604.0,604.0,2113.8194867563434,,1687.0,medium_vegetation
5385,Brooklyn,4424.0,4424.0,21921.29313634208,,1688.0,medium_vegetation
5386,Brooklyn,5386.0,5386.0,24247.5361528092,,1690.0,medium_vegetation
5387,Brooklyn,2135.0,2135.0,47626.15724775359,,1691.0,medium_vegetation
5388,Brooklyn,6645.0,6645.0,67646.16764025486,,1693.0,medium_vegetation
5389,Brooklyn,455.0,455.0,9087.237063021292,,1694.0,medium_vegetation
5390,Brooklyn,8411.0,8411.0,77384.55445121211,,1695.0,medium_vegetation
5391,Brooklyn,3694.0,3694.0,33711.95548689089,,1699.0,medium_vegetation
5392,Brooklyn,1571.0,1571.0,14607.297667428216,,1700.0,medium_vegetation
5393,Brooklyn,10767.0,10767.0,59832.88188989909,,1701.0,medium_vegetation
5394,Brooklyn,10870.0,10870.0,236560.02732682772,,1703.0,medium_vegetation
5395,Brooklyn,18239.0,18239.0,141028.64579133794,,1705.0,medium_vegetation
5396,Brooklyn,4138.0,4138.0,58869.45426085779,,1707.0,medium_vegetation
5397,Brooklyn,10687.0,10687.0,51603.309471780005,,1720.0,medium_vegetation
5398,Brooklyn,7335.0,7335.0,49264.4217631183,,1721.0,medium_vegetation
5399,Brooklyn,9459.0,9459.0,99009.9482248008,,1724.0,medium_vegetation
5400,Brooklyn,115.0,115.0,42050.78944481736,,1725.0,medium_vegetation
5401,Brooklyn,1277.0,1277.0,6529.502854191872,,1728.0,medium_vegetation
5402,Brooklyn,2053.0,2053.0,7178.700649466691,,1729.0,medium_vegetation
5403,Brooklyn,636.0,636.0,1825.6159782766413,,1731.0,medium_vegetation
5404,Brooklyn,19997.0,19997.0,233348.53855707688,,1732.0,medium_vegetation
5405,Brooklyn,255461.0,255461.0,1713474.5761840865,,1732.0,medium_vegetation
5406,Brooklyn,766.0,766.0,5352.1796203463055,,1748.0,medium_vegetation
5407,Brooklyn,787.0,787.0,8360.408295061772,,1754.0,medium_vegetation
5408,Brooklyn,454.0,454.0,1357.065158462179,,1756.0,medium_vegetation
5409,Brooklyn,1333.0,1333.0,24329.67725067843,,1757.0,medium_vegetation
5410,Brooklyn,1735.0,1735.0,8280.680901404528,,1758.0,medium_vegetation
5411,Brooklyn,831.0,831.0,1832.8070104961907,,1759.0,medium_vegetation
5412,Brooklyn,483.0,483.0,2550.4467039310184,,1760.0,medium_vegetation
5413,Brooklyn,2300.0,2300.0,7139.898815468518,,1761.0,medium_vegetation
5414,Brooklyn,2328.0,2328.0,6016.270187190738,,1762.0,medium_vegetation
5415,Brooklyn,635.0,635.0,3168.148952750006,,1762.0,medium_vegetation
5416,Brooklyn,1404.0,1404.0,7569.506987049618,,1763.0,medium_vegetation
5417,Brooklyn,2807.0,2807.0,15138.046467969709,,1764.0,medium_vegetation
5418,Brooklyn,123.0,123.0,5946.013292140547,,1765.0,medium_vegetation
5419,Brooklyn,9143.0,9143.0,50594.55483045253,,1767.0,medium_vegetation
5420,Brooklyn,42153.0,42153.0,392533.8077941694,,1768.0,medium_vegetation
5421,Brooklyn,976.0,976.0,3654.13266843293,,1768.0,medium_vegetation
5422,Brooklyn,10700.0,10700.0,34902.63282341334,,1768.0,medium_vegetation
5423,Brooklyn,3431.0,3431.0,9010.151242098184,,1769.0,medium_vegetation
5424,Brooklyn,2326.0,2326.0,4997.157810469922,,1770.0,medium_vegetation
5425,Brooklyn,14386.0,14386.0,357461.45323449024,,1771.0,medium_vegetation
5426,Brooklyn,3221.0,3221.0,102391.56097857238,,1771.0,medium_vegetation
5427,Brooklyn,774.0,774.0,14651.624687950556,,1776.0,medium_vegetation
5428,Brooklyn,221.0,221.0,1807.781346410185,,1777.0,medium_vegetation
5429,Brooklyn,775.0,775.0,9861.887859076493,,1778.0,medium_vegetation
5430,Brooklyn,3530.0,3530.0,12484.171093225208,,1779.0,medium_vegetation
5431,Brooklyn,46.0,46.0,364.11387351098006,,1792.0,medium_vegetation
5432,Brooklyn,0.0,0.0,91.1766926101452,,1793.0,medium_vegetation
5433,Brooklyn,278.0,278.0,4087.472835823256,,1830.0,medium_vegetation
5434,Brooklyn,8212.0,8212.0,29051.878605227485,,1833.0,medium_vegetation
5435,Brooklyn,2810.0,2810.0,12449.625559156331,,1833.0,medium_vegetation
5436,Brooklyn,10570.0,10570.0,17923.53010699546,,1833.0,medium_vegetation
5437,Brooklyn,396.0,396.0,2508.4475217647496,,1834.0,medium_vegetation
5438,Brooklyn,2471.0,2471.0,6735.486057971475,,1837.0,medium_vegetation
5439,Brooklyn,11363.0,11363.0,27174.16231683881,,1842.0,medium_vegetation
5440,Brooklyn,7740.0,7740.0,46618.84031370435,,1843.0,medium_vegetation
5441,Brooklyn,9788.0,9788.0,48891.15263835995,,1844.0,medium_vegetation
5442,Brooklyn,3343.0,3343.0,9872.93728429227,,1845.0,medium_vegetation
5443,Brooklyn,9547.0,9547.0,70519.61180733546,,1846.0,medium_vegetation
5444,Brooklyn,9062.0,9062.0,54013.505036654205,,1847.0,medium_vegetation
5445,Brooklyn,10109.0,10109.0,46475.72946621972,,1848.0,medium_vegetation
5446,Brooklyn,4030.0,4030.0,12229.459606281029,,1849.0,medium_vegetation
5447,Brooklyn,435.0,435.0,2605.4509666550607,,1850.0,medium_vegetation
5448,Brooklyn,447.0,447.0,618.8359134248713,,1851.0,medium_vegetation
5449,Brooklyn,718.0,718.0,4253.400493323268,,1857.0,medium_vegetation
5450,Brooklyn,2972.0,2972.0,10710.67526652886,,1862.0,medium_vegetation
5451,Brooklyn,2227.0,2227.0,28585.74253149152,,1863.0,medium_vegetation
5452,Brooklyn,5980.0,5980.0,25541.601944499915,,1863.0,medium_vegetation
5453,Brooklyn,42193.0,42193.0,679858.4662339223,,1863.0,medium_vegetation
5454,Brooklyn,475043.0,475043.0,2436075.286433957,,1863.0,medium_vegetation
5455,Brooklyn,15292.0,15292.0,42102.92804833362,,1863.0,medium_vegetation
5456,Brooklyn,268.0,268.0,16272.908531559253,,1863.0,medium_vegetation
5457,Brooklyn,7004.0,7004.0,32335.00282766233,,1863.0,medium_vegetation
5458,Brooklyn,876.0,876.0,6796.229095879298,,1863.0,medium_vegetation
5459,Brooklyn,1997.0,1997.0,55344.9140908307,,1863.0,medium_vegetation
5460,Brooklyn,4525.0,4525.0,33437.89892714157,,1863.0,medium_vegetation
5461,Brooklyn,14214.0,14214.0,39339.38467990076,,1863.0,medium_vegetation
5462,Brooklyn,23771.0,23771.0,118315.31865064672,,1863.0,medium_vegetation
5463,Brooklyn,22127.0,22127.0,58669.82219268862,,1863.0,medium_vegetation
5464,Brooklyn,5076.0,5076.0,47518.602411926986,,1863.0,medium_vegetation
5465,Brooklyn,18430.0,18430.0,85593.20819534607,,1863.0,medium_vegetation
5466,Brooklyn,5224.0,5224.0,19104.45021743925,,1863.0,medium_vegetation
5467,Brooklyn,1555.0,1555.0,4674.319551747783,,1863.0,medium_vegetation
5468,Brooklyn,8620.0,8620.0,33495.40685804922,,1863.0,medium_vegetation
5469,Brooklyn,2824.0,2824.0,9258.372155243089,,1863.0,medium_vegetation
5470,Brooklyn,3677.0,3677.0,14871.595301573454,,1863.0,medium_vegetation
5471,Brooklyn,866.0,866.0,2129.7108897752523,,1863.0,medium_vegetation
5472,Brooklyn,5961.0,5961.0,19201.80405034059,,1866.0,medium_vegetation
5473,Brooklyn,596.0,596.0,2838.325792949648,,1867.0,medium_vegetation
5474,Brooklyn,303.0,303.0,24165.147198384773,,1883.0,medium_vegetation
5475,Brooklyn,1437.0,1437.0,15108.771271899006,,1883.0,medium_vegetation
5476,Brooklyn,166293.0,166293.0,1054557.064111491,,1884.0,medium_vegetation
5477,Brooklyn,199396.0,199396.0,1427922.39383139,,1890.0,medium_vegetation
5478,Brooklyn,170434.0,170434.0,718130.3290357335,,1890.0,medium_vegetation
5479,Brooklyn,39892.0,39892.0,116483.90642243616,,1890.0,medium_vegetation
5480,Brooklyn,16990.0,16990.0,131670.3935481932,,1890.0,medium_vegetation
5481,Brooklyn,44134.0,44134.0,231560.8281272484,,1891.0,medium_vegetation
5482,Brooklyn,230594.0,230594.0,2980364.685210971,,1895.0,medium_vegetation
5483,Brooklyn,252715.0,252715.0,2194367.7504230286,,1895.0,medium_vegetation
5484,Brooklyn,0.0,0.0,0.1045321272552913,,1895.0,medium_vegetation
5485,Brooklyn,15175.0,15175.0,51606.184041689216,,1913.0,medium_vegetation
5486,Brooklyn,262.0,262.0,593.3820509952525,,1915.0,medium_vegetation
5487,Brooklyn,1914.0,1914.0,11943.355002199163,,1929.0,medium_vegetation
5488,Brooklyn,1490.0,1490.0,138077.77607995292,,1930.0,medium_vegetation
5489,Brooklyn,2905.0,2905.0,6499.990756774184,,1950.0,medium_vegetation
5490,Brooklyn,2566.0,2566.0,3430.223696652878,,1951.0,medium_vegetation
5491,Brooklyn,466.0,466.0,3342.903476391917,,1952.0,medium_vegetation
5492,Brooklyn,545.0,545.0,2390.7663740636226,,1953.0,medium_vegetation
5493,Brooklyn,1100.0,1100.0,3163.363472975023,,1954.0,medium_vegetation
5494,Brooklyn,1711.0,1711.0,3082.7065511954465,,1954.0,medium_vegetation
5495,Brooklyn,1361.0,1361.0,2831.1398575558765,,1954.0,medium_vegetation
5496,Brooklyn,1479.0,1479.0,3254.3675494826352,,1954.0,medium_vegetation
5497,Brooklyn,1662.0,1662.0,3086.8645807954376,,1954.0,medium_vegetation
5498,Brooklyn,1660.0,1660.0,3297.847935353326,,1954.0,medium_vegetation
5499,Brooklyn,1182.0,1182.0,2799.851387774718,,1955.0,medium_vegetation
5500,Brooklyn,16704.0,16704.0,67545.04056697941,,1962.0,medium_vegetation
5501,Brooklyn,8.0,8.0,9165.28248820136,,1962.0,medium_vegetation
5502,Brooklyn,4262.0,4262.0,16528.506472719928,,1962.0,medium_vegetation
5503,Brooklyn,0.0,0.0,1139.3166273464665,,1962.0,medium_vegetation
5504,Brooklyn,11641.0,11641.0,70017.91233670291,,1962.0,medium_vegetation
5505,Brooklyn,5451.0,5451.0,9751.572835311972,,1962.0,medium_vegetation
5506,Brooklyn,0.0,0.0,1133.869730384835,,1962.0,medium_vegetation
5507,Brooklyn,95394.0,95394.0,359910.88133478275,,1966.0,medium_vegetation
5508,Brooklyn,1959.0,1959.0,92012.37703467222,,1966.0,medium_vegetation
5509,Brooklyn,8384.0,8384.0,150387.4145547615,,1966.0,medium_vegetation
5510,Brooklyn,7321.0,7321.0,141156.6505612616,,1966.0,medium_vegetation
5511,Brooklyn,28545.0,28545.0,166454.23665898718,,1966.0,medium_vegetation
5512,Brooklyn,363.0,363.0,8368.101095668319,,1966.0,medium_vegetation
5513,Brooklyn,838003.0,838003.0,3234928.906184297,,1981.0,medium_vegetation
5514,Brooklyn,6053.0,6053.0,262367.5339205424,,1988.0,medium_vegetation
5515,Brooklyn,32651.0,32651.0,140724.16941358484,,1989.0,medium_vegetation
5516,Brooklyn,938389.0,938389.0,4159865.5456800014,,1995.0,medium_vegetation
5517,Brooklyn,4821.0,4821.0,10496.2780980334,,1995.0,medium_vegetation
5518,Brooklyn,254122.0,254122.0,1740983.4566287936,,1995.0,medium_vegetation
5519,Brooklyn,459200.0,459200.0,3356056.8126179064,,1998.0,medium_vegetation
5520,Brooklyn,342254.0,342254.0,1351065.7432812485,,1999.0,medium_vegetation
5521,Brooklyn,243456.0,243456.0,501678.4942058488,,1999.0,medium_vegetation
5522,Brooklyn,19805.0,19805.0,613747.9732313986,,2001.0,medium_vegetation
5523,Brooklyn,46770.0,46770.0,237001.92911637,,2001.0,medium_vegetation
5524,Brooklyn,239125.0,239125.0,2816863.8008650374,,2002.0,medium_vegetation
5525,Brooklyn,21301.0,21301.0,323591.747685861,,2003.0,medium_vegetation
5526,Brooklyn,76045.0,76045.0,429770.8607080484,,2003.0,medium_vegetation
5527,Brooklyn,27325.0,27325.0,219632.1892942423,,2005.0,medium_vegetation
5528,Brooklyn,2097.0,2097.0,43907.28051265261,,2005.0,medium_vegetation
5529,Brooklyn,10692.0,10692.0,56724.640316753575,,2094.0,medium_vegetation
5530,Brooklyn,3239.0,3239.0,8427.177915283195,,2109.0,medium_vegetation
5531,Brooklyn,4469.0,4469.0,14171.598334516082,,2111.0,medium_vegetation
5532,Brooklyn,4405.0,4405.0,16069.85285426258,,2112.0,medium_vegetation
5533,Brooklyn,2301.0,2301.0,11051.015230679435,,2113.0,medium_vegetation
5534,Brooklyn,3613.0,3613.0,10956.248376287756,,2114.0,medium_vegetation
5535,Brooklyn,5515.0,5515.0,15937.726954671578,,2116.0,medium_vegetation
5536,Brooklyn,4579.0,4579.0,20824.57384496581,,2117.0,medium_vegetation
5537,Brooklyn,81061.0,81061.0,438202.0833643277,,2118.0,medium_vegetation
5538,Brooklyn,0.0,0.0,10038.573047417636,,2119.0,medium_vegetation
5539,Brooklyn,18256.0,18256.0,87166.7955777194,,2130.0,medium_vegetation
5540,Brooklyn,12750.0,12750.0,33644.789436374595,,2132.0,medium_vegetation
5541,Brooklyn,9362.0,9362.0,33695.84860481987,,2133.0,medium_vegetation
5542,Brooklyn,7032.0,7032.0,383781.8397544316,,2141.0,medium_vegetation
5543,Brooklyn,11434.0,11434.0,435979.4015595682,,2142.0,medium_vegetation
5544,Brooklyn,30111.0,30111.0,186692.6921477057,,2145.0,medium_vegetation
5545,Brooklyn,469425.0,469425.0,3286010.215717389,,2145.0,medium_vegetation
5546,Brooklyn,10262.0,10262.0,81777.62962336387,,2145.0,medium_vegetation
5547,Brooklyn,141090.0,141090.0,1545135.413169755,,2146.0,medium_vegetation
5548,Brooklyn,10337.0,10337.0,128280.79497076388,,2150.0,medium_vegetation
5549,Brooklyn,7240.0,7240.0,53401.191132682776,,2151.0,medium_vegetation
5550,Brooklyn,55450.0,55450.0,1129922.733480687,,2153.0,medium_vegetation
5551,Brooklyn,95.0,95.0,44117.28270283497,,,medium_vegetation
5552,Brooklyn,0.0,0.0,119309.76952051748,,,medium_vegetation
5553,Brooklyn,344841.0,344841.0,1968089.813893632,,,medium_vegetation
5554,Brooklyn,0.0,0.0,67378.71545438003,,,medium_vegetation
5555,Brooklyn,0.0,0.0,21.57437935382284,,,medium_vegetation
5556,Brooklyn,0.0,0.0,32.67699114801681,,,medium_vegetation
5557,Brooklyn,938002.0,938002.0,4055739.803957493,,,medium_vegetation
5558,Brooklyn,10185116.0,10185116.0,57232932.68606668,,,medium_vegetation
5559,Brooklyn,161520.0,161520.0,1882610.6631526065,,,medium_vegetation
5560,Brooklyn,1.0,1.0,6768735.640846771,,,medium_vegetation
5561,Brooklyn,0.0,0.0,57078.82331693869,,,medium_vegetation
5562,Brooklyn,473561.0,473561.0,5641896.788444705,,,medium_vegetation
5563,Brooklyn,0.0,0.0,191489.89988833,,,medium_vegetation
5564,Brooklyn,0.0,0.0,84997.49001933838,,,medium_vegetation
5565,Brooklyn,0.0,0.0,808748.0054998832,,,medium_vegetation
5566,Brooklyn,0.0,0.0,134829.40096492306,,,medium_vegetation
5567,Brooklyn,0.0,0.0,1449618.123429642,,,medium_vegetation
5568,Brooklyn,1937756.0,1937756.0,11599316.057241442,,,medium_vegetation
5569,Brooklyn,0.0,0.0,77583.33728289323,,,medium_vegetation
5570,Brooklyn,0.0,0.0,17086.428722584882,,,medium_vegetation
5571,Brooklyn,0.0,0.0,1757688.3284147177,,,medium_vegetation
5572,Brooklyn,0.0,0.0,176163.03428194174,,,medium_vegetation
5573,Brooklyn,0.0,0.0,12551.33897132145,,,medium_vegetation
5574,Brooklyn,0.0,0.0,3921.881422214089,,,medium_vegetation
5575,Brooklyn,1.0,1.0,1762682.4882026298,,,medium_vegetation
5576,Brooklyn,29.0,29.0,6001606.845887208,,,medium_vegetation
5577,Brooklyn,863171.0,863171.0,46236897.158774585,,,medium_vegetation
5578,Brooklyn,0.0,0.0,1180018.2203124573,,,medium_vegetation
5579,Brooklyn,0.0,0.0,389241.41067083,,,medium_vegetation
5580,Brooklyn,0.0,0.0,265330.94996132265,,,medium_vegetation
5581,Brooklyn,0.0,0.0,149988.5903005592,,,medium_vegetation
5582,Brooklyn,0.0,0.0,11564.058739614537,,,medium_vegetation
5583,Brooklyn,0.0,0.0,3204.984757401726,,,medium_vegetation
5584,Brooklyn,1119.0,1119.0,1832593.8023339724,,,medium_vegetation
5585,Brooklyn,21053.0,21053.0,133631.5862615715,,,medium_vegetation
5586,Brooklyn,4093.0,4093.0,117643.85686621084,,,medium_vegetation
5587,Brooklyn,3307.0,3307.0,247744.7495495984,,,medium_vegetation
5588,Brooklyn,11084.0,11084.0,263030.9820611586,,,medium_vegetation
5589,Manhattan,384.0,384.0,362.22889618127215,,1947.0,medium_vegetation
5590,Manhattan,1974.0,1974.0,23051.521349164323,,588.0,medium_vegetation
5591,Manhattan,1840.0,1840.0,9454.480421321969,,1343.0,medium_vegetation
5592,Manhattan,351.0,351.0,1357.8386881027675,Second Shearith Israel Cemetery,31.0,medium_vegetation
5593,Manhattan,137.0,137.0,13939.41844177881,St Patrick's Old Cathedral Cemetery,32.0,medium_vegetation
5594,Manhattan,8120.0,8120.0,37709.62901773946,New York City Marble Cemetery,33.0,medium_vegetation
5595,Manhattan,599.0,599.0,20029.500145156948,St Patrick's Old Cathedral Cemetery,34.0,medium_vegetation
5596,Manhattan,3072.0,3072.0,9964.26527488142,St Marks Church in the Bowery Cemetery,35.0,medium_vegetation
5597,Manhattan,2173.0,2173.0,9108.1039596318,Third Shearith Israel Cemetery,36.0,medium_vegetation
5598,Manhattan,2770.0,2770.0,19429.22171876883,New York City Marble Cemetery,37.0,medium_vegetation
5599,Manhattan,35959.0,35959.0,351290.0578467137,Trinity Cemetery,38.0,medium_vegetation
5600,Manhattan,36401.0,36401.0,414248.8074879419,Trinity Cemetery,39.0,medium_vegetation
5601,Manhattan,398.0,398.0,4462.843519654338,First Shearith Israel (Chatham Square) Cemetery,111.0,medium_vegetation
5602,Manhattan,8265.0,8265.0,50730.11320912226,Trinity Church Cemetery,112.0,medium_vegetation
5603,Manhattan,898.0,898.0,16605.293747064636,Trinity Church Cemetery,113.0,medium_vegetation
5604,Manhattan,4346.0,4346.0,53379.46978514513,St. Paul's Chapel Cemetery,114.0,medium_vegetation
5605,Manhattan,43.0,43.0,930.9518159519688,,140.0,medium_vegetation
5606,Manhattan,69.0,69.0,1129.4153166067017,,140.0,medium_vegetation
5607,Manhattan,57342.0,57342.0,338589.71281591826,,148.0,medium_vegetation
5608,Manhattan,540.0,540.0,3677.658882720631,,148.0,medium_vegetation
5609,Manhattan,72728.0,72728.0,719369.1192606867,,148.0,medium_vegetation
5610,Manhattan,25856.0,25856.0,186483.73814840493,,148.0,medium_vegetation
5611,Manhattan,157439.0,157439.0,787954.5255829869,,148.0,medium_vegetation
5612,Manhattan,1463.0,1463.0,5179.321448514307,,211.0,medium_vegetation
5613,Manhattan,433.0,433.0,805.1081864703896,,215.0,medium_vegetation
5614,Manhattan,2659.0,2659.0,43588.44578208623,,216.0,medium_vegetation
5615,Manhattan,1502.0,1502.0,4235.441856928807,,218.0,medium_vegetation
5616,Manhattan,4107.0,4107.0,15048.632230502137,,219.0,medium_vegetation
5617,Manhattan,373.0,373.0,1565.925570867145,,239.0,medium_vegetation
5618,Manhattan,691.0,691.0,5122.010930307676,,249.0,medium_vegetation
5619,Manhattan,1111.0,1111.0,6145.537304789583,,250.0,medium_vegetation
5620,Manhattan,2810.0,2810.0,8456.39093230986,,252.0,medium_vegetation
5621,Manhattan,3260.0,3260.0,21897.66605883066,,253.0,medium_vegetation
5622,Manhattan,777.0,777.0,14929.662253796309,,272.0,medium_vegetation
5623,Manhattan,3122.0,3122.0,3693.229594035856,,279.0,medium_vegetation
5624,Manhattan,1216.0,1216.0,8022.997048287918,,283.0,medium_vegetation
5625,Manhattan,18401.0,18401.0,252293.7481746531,,286.0,medium_vegetation
5626,Manhattan,2297.0,2297.0,3910.78405394132,,293.0,medium_vegetation
5627,Manhattan,1763.0,1763.0,3215.8705884958536,,307.0,medium_vegetation
5628,Manhattan,250.0,250.0,1504.6639775775295,,312.0,medium_vegetation
5629,Manhattan,576.0,576.0,1798.9817866751316,,312.0,medium_vegetation
5630,Manhattan,395.0,395.0,2006.787653767184,,312.0,medium_vegetation
5631,Manhattan,373.0,373.0,1927.51345113194,,312.0,medium_vegetation
5632,Manhattan,959.0,959.0,1740.2517395656714,,312.0,medium_vegetation
5633,Manhattan,948.0,948.0,1109.124774951831,,312.0,medium_vegetation
5634,Manhattan,699.0,699.0,2030.7628857846128,,312.0,medium_vegetation
5635,Manhattan,1135.0,1135.0,2190.357024908539,,312.0,medium_vegetation
5636,Manhattan,1426.0,1426.0,2104.60257431446,,312.0,medium_vegetation
5637,Manhattan,952.0,952.0,2284.0709515539147,,312.0,medium_vegetation
5638,Manhattan,1084.0,1084.0,2054.217666108304,,312.0,medium_vegetation
5639,Manhattan,1637.0,1637.0,1882.1916712096563,,312.0,medium_vegetation
5640,Manhattan,1265.0,1265.0,1851.3704024401743,,312.0,medium_vegetation
5641,Manhattan,1385.0,1385.0,1860.7601028859904,,312.0,medium_vegetation
5642,Manhattan,907.0,907.0,2054.729389493415,,312.0,medium_vegetation
5643,Manhattan,1037.0,1037.0,2030.2082292698071,,312.0,medium_vegetation
5644,Manhattan,1781.0,1781.0,1910.0697054724808,,312.0,medium_vegetation
5645,Manhattan,1380.0,1380.0,2106.817671799108,,312.0,medium_vegetation
5646,Manhattan,1354.0,1354.0,1822.658595891015,,312.0,medium_vegetation
5647,Manhattan,1683.0,1683.0,1869.967492523186,,312.0,medium_vegetation
5648,Manhattan,1476.0,1476.0,1902.8240821886263,,312.0,medium_vegetation
5649,Manhattan,917.0,917.0,1957.7316634437004,,312.0,medium_vegetation
5650,Manhattan,1551.0,1551.0,1991.0023756902003,,312.0,medium_vegetation
5651,Manhattan,1748.0,1748.0,1939.5827471941464,,312.0,medium_vegetation
5652,Manhattan,782.0,782.0,2011.5593500440805,,312.0,medium_vegetation
5653,Manhattan,715.0,715.0,2046.4089267661896,,312.0,medium_vegetation
5654,Manhattan,1290.0,1290.0,1871.5726451002952,,312.0,medium_vegetation
5655,Manhattan,509.0,509.0,2175.6852510803,,312.0,medium_vegetation
